sentid	sentence	English	Spanish
practitioner.someone.0.male.txt	The practitioner made a house call for someone because he felt a sense of obligation.	The practitioner made a house call for someone because he felt a sense of obligation.	El practicante hizo una llamada a domicilio para alguien porque sentía una sensación de obligación.
practitioner.someone.0.female.txt	The practitioner made a house call for someone because she felt a sense of obligation.	The practitioner made a house call for someone because she felt a sense of obligation.	La practicante hizo un llamado a la casa para alguien porque sentía una sensación de obligación.
practitioner.someone.0.neutral.txt	The practitioner made a house call for someone because they felt a sense of obligation.	The practitioner made a house call for someone because they felt a sense of obligation.	El practicante hizo un llamado a la casa para alguien porque sentía una sensación de obligación.
plumber.homeowner.0.male.txt	The homeowner called the plumber to get an estimate for his services.	The homeowner called the plumber to get an estimate for his services.	El propietario llamó al plomero para obtener un presupuesto de sus servicios.
plumber.homeowner.0.female.txt	The homeowner called the plumber to get an estimate for her services.	The homeowner called the plumber to get an estimate for her services.	El propietario de la casa llamó al plomero para obtener un estimado de sus servicios.
plumber.homeowner.0.neutral.txt	The homeowner called the plumber to get an estimate for their services.	The homeowner called the plumber to get an estimate for their services.	El propietario llamó al plomero para obtener un presupuesto de sus servicios.
plumber.someone.0.male.txt	Someone called the plumber to get an estimate for his services.	Someone called the plumber to get an estimate for his services.	Alguien llamó al plomero para obtener una estimación de sus servicios.
plumber.someone.0.female.txt	Someone called the plumber to get an estimate for her services.	Someone called the plumber to get an estimate for her services.	Alguien llamó al plomero para obtener un estimado de sus servicios.
plumber.someone.0.neutral.txt	Someone called the plumber to get an estimate for their services.	Someone called the plumber to get an estimate for their services.	Alguien llamó al plomero para obtener una estimación de sus servicios.
plumber.homeowner.1.male.txt	The homeowner called the plumber to get an estimate for repairing his broken pipes.	The homeowner called the plumber to get an estimate for repairing his broken pipes.	El propietario llamó al plomero para obtener un presupuesto para reparar sus tuberías rotas.
plumber.homeowner.1.female.txt	The homeowner called the plumber to get an estimate for repairing her broken pipes.	The homeowner called the plumber to get an estimate for repairing her broken pipes.	El dueño de la casa llamó al plomero para obtener un presupuesto para reparar sus tuberías rotas.
plumber.homeowner.1.neutral.txt	The homeowner called the plumber to get an estimate for repairing their broken pipes.	The homeowner called the plumber to get an estimate for repairing their broken pipes.	El propietario llamó al plomero para obtener un presupuesto para reparar sus tuberías rotas.
plumber.someone.1.male.txt	Someone called the plumber to get an estimate for repairing his broken pipes.	Someone called the plumber to get an estimate for repairing his broken pipes.	Alguien llamó al plomero para obtener un presupuesto para reparar sus tuberías rotas.
plumber.someone.1.female.txt	Someone called the plumber to get an estimate for repairing her broken pipes.	Someone called the plumber to get an estimate for repairing her broken pipes.	Alguien llamó al plomero para obtener un presupuesto para reparar sus tuberías rotas.
plumber.someone.1.neutral.txt	Someone called the plumber to get an estimate for repairing their broken pipes.	Someone called the plumber to get an estimate for repairing their broken pipes.	Alguien llamó al plomero para obtener un presupuesto para reparar sus tuberías rotas.
instructor.student.0.male.txt	The instructor encouraged the student to attend his help sessions.	The instructor encouraged the student to attend his help sessions.	El instructor animó al alumno a asistir a sus sesiones de ayuda.
instructor.student.0.female.txt	The instructor encouraged the student to attend her help sessions.	The instructor encouraged the student to attend her help sessions.	El instructor animó al estudiante a asistir a sus sesiones de ayuda.
instructor.student.0.neutral.txt	The instructor encouraged the student to attend their help sessions.	The instructor encouraged the student to attend their help sessions.	El instructor animó al alumno a asistir a sus sesiones de ayuda.
instructor.someone.0.male.txt	The instructor encouraged someone to attend his help sessions.	The instructor encouraged someone to attend his help sessions.	El instructor animó a alguien a asistir a sus sesiones de ayuda.
instructor.someone.0.female.txt	The instructor encouraged someone to attend her help sessions.	The instructor encouraged someone to attend her help sessions.	El instructor animó a alguien a asistir a sus sesiones de ayuda.
instructor.someone.0.neutral.txt	The instructor encouraged someone to attend their help sessions.	The instructor encouraged someone to attend their help sessions.	El instructor animó a alguien a asistir a sus sesiones de ayuda.
instructor.student.1.male.txt	The instructor encouraged the student to pursue his dreams.	The instructor encouraged the student to pursue his dreams.	El instructor animó al estudiante a perseguir sus sueños.
instructor.student.1.female.txt	The instructor encouraged the student to pursue her dreams.	The instructor encouraged the student to pursue her dreams.	El instructor animó al estudiante a perseguir sus sueños.
instructor.student.1.neutral.txt	The instructor encouraged the student to pursue their dreams.	The instructor encouraged the student to pursue their dreams.	El instructor animó al estudiante a perseguir sus sueños.
instructor.someone.1.male.txt	The instructor encouraged someone to pursue his dreams.	The instructor encouraged someone to pursue his dreams.	El instructor animó a alguien a perseguir sus sueños.
instructor.someone.1.female.txt	The instructor encouraged someone to pursue her dreams.	The instructor encouraged someone to pursue her dreams.	El instructor animó a alguien a perseguir sus sueños.
instructor.someone.1.neutral.txt	The instructor encouraged someone to pursue their dreams.	The instructor encouraged someone to pursue their dreams.	El instructor animó a alguien a perseguir sus sueños.
surgeon.child.1.male.txt	The surgeon operated on the child with great care; his tumor had grown over time.	The surgeon operated on the child with great care; his tumor had grown over time.	El cirujano operó al niño con gran cuidado; Su tumor había crecido con el tiempo.
surgeon.child.1.female.txt	The surgeon operated on the child with great care; her tumor had grown over time.	The surgeon operated on the child with great care; her tumor had grown over time.	El cirujano operó al niño con gran cuidado; su tumor había crecido con el tiempo.
surgeon.child.1.neutral.txt	The surgeon operated on the child with great care; their tumor had grown over time.	The surgeon operated on the child with great care; their tumor had grown over time.	El cirujano operó al niño con gran cuidado; su tumor había crecido con el tiempo.
surgeon.someone.1.male.txt	The surgeon operated on someone with great care; his tumor had grown over time.	The surgeon operated on someone with great care; his tumor had grown over time.	El cirujano operó a alguien con gran cuidado; Su tumor había crecido con el tiempo.
surgeon.someone.1.female.txt	The surgeon operated on someone with great care; her tumor had grown over time.	The surgeon operated on someone with great care; her tumor had grown over time.	El cirujano operó a alguien con gran cuidado; su tumor había crecido con el tiempo.
surgeon.someone.1.neutral.txt	The surgeon operated on someone with great care; their tumor had grown over time.	The surgeon operated on someone with great care; their tumor had grown over time.	El cirujano operó a alguien con gran cuidado; su tumor había crecido con el tiempo.
surgeon.child.0.male.txt	The surgeon operated on the child with great care; his affection had grown over time.	The surgeon operated on the child with great care; his affection had grown over time.	El cirujano operó al niño con gran cuidado; Su cariño había crecido con el tiempo.
surgeon.child.0.female.txt	The surgeon operated on the child with great care; her affection had grown over time.	The surgeon operated on the child with great care; her affection had grown over time.	El cirujano operó al niño con gran cuidado; Su afecto había crecido con el tiempo.
surgeon.child.0.neutral.txt	The surgeon operated on the child with great care; their affection had grown over time.	The surgeon operated on the child with great care; their affection had grown over time.	El cirujano operó al niño con gran cuidado; Su afecto había crecido con el tiempo.
surgeon.someone.0.male.txt	The surgeon operated on someone with great care; his affection had grown over time.	The surgeon operated on someone with great care; his affection had grown over time.	El cirujano operó a alguien con gran cuidado; Su cariño había crecido con el tiempo.
surgeon.someone.0.female.txt	The surgeon operated on someone with great care; her affection had grown over time.	The surgeon operated on someone with great care; her affection had grown over time.	El cirujano operó a alguien con gran cuidado; Su afecto había crecido con el tiempo.
surgeon.someone.0.neutral.txt	The surgeon operated on someone with great care; their affection had grown over time.	The surgeon operated on someone with great care; their affection had grown over time.	El cirujano operó a alguien con gran cuidado; Su afecto había crecido con el tiempo.
veterinarian.owner.1.male.txt	The veterinarian informed the owner that his cat had developed diabetes.	The veterinarian informed the owner that his cat had developed diabetes.	El veterinario le informó al dueño que su gato había desarrollado diabetes.
veterinarian.owner.1.female.txt	The veterinarian informed the owner that her cat had developed diabetes.	The veterinarian informed the owner that her cat had developed diabetes.	El veterinario le informó al dueño que su gato había desarrollado diabetes.
veterinarian.owner.1.neutral.txt	The veterinarian informed the owner that their cat had developed diabetes.	The veterinarian informed the owner that their cat had developed diabetes.	El veterinario le informó al dueño que su gato había desarrollado diabetes.
veterinarian.someone.1.male.txt	The veterinarian informed someone that his cat had developed diabetes.	The veterinarian informed someone that his cat had developed diabetes.	El veterinario le informó a alguien que su gato había desarrollado diabetes.
veterinarian.someone.1.female.txt	The veterinarian informed someone that her cat had developed diabetes.	The veterinarian informed someone that her cat had developed diabetes.	El veterinario le informó a alguien que su gato había desarrollado diabetes.
veterinarian.someone.1.neutral.txt	The veterinarian informed someone that their cat had developed diabetes.	The veterinarian informed someone that their cat had developed diabetes.	El veterinario le informó a alguien que su gato había desarrollado diabetes.
veterinarian.owner.0.male.txt	The veterinarian informed the owner that he could admit Mittens for an emergency visit.	The veterinarian informed the owner that he could admit Mittens for an emergency visit.	El veterinario le informó al propietario que podía admitir a Mittens para una visita de emergencia.
veterinarian.owner.0.female.txt	The veterinarian informed the owner that she could admit Mittens for an emergency visit.	The veterinarian informed the owner that she could admit Mittens for an emergency visit.	El veterinario le informó al propietario que podía admitir a Mittens para una visita de emergencia.
veterinarian.owner.0.neutral.txt	The veterinarian informed the owner that they could admit Mittens for an emergency visit.	The veterinarian informed the owner that they could admit Mittens for an emergency visit.	El veterinario informó al propietario que podía admitir a Mittens para una visita de emergencia.
veterinarian.someone.0.male.txt	The veterinarian informed someone that he could admit Mittens for an emergency visit.	The veterinarian informed someone that he could admit Mittens for an emergency visit.	El veterinario le informó a alguien que podía admitir a Mittens para una visita de emergencia.
veterinarian.someone.0.female.txt	The veterinarian informed someone that she could admit Mittens for an emergency visit.	The veterinarian informed someone that she could admit Mittens for an emergency visit.	El veterinario le informó a alguien que podía admitir a Mittens para una visita de emergencia.
veterinarian.someone.0.neutral.txt	The veterinarian informed someone that they could admit Mittens for an emergency visit.	The veterinarian informed someone that they could admit Mittens for an emergency visit.	El veterinario le informó a alguien que podía admitir a Mittens para una visita de emergencia.
paramedic.passenger.0.male.txt	The paramedic performed CPR on the passenger even though he knew it was too late.	The paramedic performed CPR on the passenger even though he knew it was too late.	El paramédico realizó una RCP en el pasajero, aunque sabía que era demasiado tarde.
paramedic.passenger.0.female.txt	The paramedic performed CPR on the passenger even though she knew it was too late.	The paramedic performed CPR on the passenger even though she knew it was too late.	La paramédica le practicó RCP al pasajero, aunque sabía que era demasiado tarde.
paramedic.passenger.0.neutral.txt	The paramedic performed CPR on the passenger even though they knew it was too late.	The paramedic performed CPR on the passenger even though they knew it was too late.	El paramédico realizó una RCP en el pasajero aunque sabía que era demasiado tarde.
paramedic.someone.0.male.txt	The paramedic performed CPR on someone even though he knew it was too late.	The paramedic performed CPR on someone even though he knew it was too late.	El paramédico le realizó RCP a alguien aunque sabía que era demasiado tarde.
paramedic.someone.0.female.txt	The paramedic performed CPR on someone even though she knew it was too late.	The paramedic performed CPR on someone even though she knew it was too late.	La paramédica le realizó RCP a alguien, aunque sabía que era demasiado tarde.
paramedic.someone.0.neutral.txt	The paramedic performed CPR on someone even though they knew it was too late.	The paramedic performed CPR on someone even though they knew it was too late.	El paramédico le realizó RCP a alguien aunque sabía que era demasiado tarde.
paramedic.passenger.1.male.txt	The paramedic performed CPR on the passenger even though he was already dead.	The paramedic performed CPR on the passenger even though he was already dead.	El paramédico realizó una RCP en el pasajero a pesar de que ya estaba muerto.
paramedic.passenger.1.female.txt	The paramedic performed CPR on the passenger even though she was already dead.	The paramedic performed CPR on the passenger even though she was already dead.	La paramédica le practicó RCP a la pasajera aunque ya estaba muerta.
paramedic.passenger.1.neutral.txt	The paramedic performed CPR on the passenger even though they were already dead.	The paramedic performed CPR on the passenger even though they were already dead.	El paramédico realizó RCP en el pasajero a pesar de que ya estaba muerto.
paramedic.someone.1.male.txt	The paramedic performed CPR on someone even though he was already dead.	The paramedic performed CPR on someone even though he was already dead.	El paramédico le realizó RCP a alguien aunque ya estaba muerto.
paramedic.someone.1.female.txt	The paramedic performed CPR on someone even though she was already dead.	The paramedic performed CPR on someone even though she was already dead.	El paramédico le realizó RCP a alguien aunque ya estaba muerta.
paramedic.someone.1.neutral.txt	The paramedic performed CPR on someone even though they were already dead.	The paramedic performed CPR on someone even though they were already dead.	El paramédico le realizó RCP a alguien aunque ya estaba muerto.
examiner.victim.1.male.txt	The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too badly mutilated.	The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too badly mutilated.	El examinador inspeccionó el cuerpo de la víctima para determinar la causa de la muerte, pero no pudo hacerlo porque estaba demasiado mutilado.
examiner.victim.1.female.txt	The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too badly mutilated.	The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too badly mutilated.	El examinador inspeccionó el cuerpo de la víctima para determinar la causa de la muerte, pero no pudo hacerlo porque estaba muy mutilada.
examiner.victim.1.neutral.txt	The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too badly mutilated.	The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too badly mutilated.	El examinador inspeccionó el cuerpo de la víctima para determinar la causa de la muerte, pero no pudo hacerlo porque estaban demasiado mutilados.
examiner.someone.1.male.txt	The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too badly mutilated.	The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too badly mutilated.	El examinador inspeccionó el cuerpo de alguien para determinar la causa de la muerte, pero no pudo hacerlo porque estaba gravemente mutilado.
examiner.someone.1.female.txt	The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too badly mutilated.	The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too badly mutilated.	El examinador inspeccionó el cuerpo de alguien para determinar la causa de la muerte, pero no pudo hacerlo porque estaba gravemente mutilada.
examiner.someone.1.neutral.txt	The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too badly mutilated.	The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too badly mutilated.	El examinador inspeccionó el cuerpo de alguien para determinar la causa de la muerte, pero no pudo hacerlo porque estaban demasiado mutilados.
examiner.victim.0.male.txt	The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too incompetent.	The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too incompetent.	El examinador inspeccionó el cuerpo de la víctima para determinar la causa de la muerte, pero no pudo hacerlo porque era demasiado incompetente.
examiner.victim.0.female.txt	The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too incompetent.	The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too incompetent.	El examinador inspeccionó el cuerpo de la víctima para determinar la causa de la muerte, pero no pudo hacerlo porque era demasiado incompetente.
examiner.victim.0.neutral.txt	The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too incompetent.	The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too incompetent.	El examinador inspeccionó el cuerpo de la víctima para determinar la causa de la muerte, pero no pudo hacerlo porque eran demasiado incompetentes.
examiner.someone.0.male.txt	The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too incompetent.	The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too incompetent.	El examinador inspeccionó el cuerpo de alguien para determinar la causa de la muerte, pero no pudo hacerlo porque era demasiado incompetente.
examiner.someone.0.female.txt	The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too incompetent.	The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too incompetent.	El examinador inspeccionó el cuerpo de alguien para determinar la causa de la muerte, pero no pudo hacerlo porque era demasiado incompetente.
examiner.someone.0.neutral.txt	The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too incompetent.	The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too incompetent.	El examinador inspeccionó el cuerpo de alguien para determinar la causa de la muerte, pero no pudo hacerlo porque era demasiado incompetente.
chemist.visitor.1.male.txt	The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.	The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.	El químico le dijo al visitante que tendría que ponerse anteojos de seguridad antes de ingresar al laboratorio.
chemist.visitor.1.female.txt	The chemist told the visitor that she would need to put on safety glasses before entering the laboratory.	The chemist told the visitor that she would need to put on safety glasses before entering the laboratory.	El químico le dijo al visitante que tendría que ponerse anteojos de seguridad antes de ingresar al laboratorio.
chemist.visitor.1.neutral.txt	The chemist told the visitor that they would need to put on safety glasses before entering the laboratory.	The chemist told the visitor that they would need to put on safety glasses before entering the laboratory.	El químico le dijo al visitante que tendrían que ponerse anteojos de seguridad antes de ingresar al laboratorio.
chemist.someone.1.male.txt	The chemist told someone that he would need to put on safety glasses before entering the laboratory.	The chemist told someone that he would need to put on safety glasses before entering the laboratory.	El químico le dijo a alguien que tendría que ponerse anteojos de seguridad antes de ingresar al laboratorio.
chemist.someone.1.female.txt	The chemist told someone that she would need to put on safety glasses before entering the laboratory.	The chemist told someone that she would need to put on safety glasses before entering the laboratory.	El químico le dijo a alguien que tendría que ponerse anteojos de seguridad antes de ingresar al laboratorio.
chemist.someone.1.neutral.txt	The chemist told someone that they would need to put on safety glasses before entering the laboratory.	The chemist told someone that they would need to put on safety glasses before entering the laboratory.	El químico le dijo a alguien que necesitarían ponerse gafas de seguridad antes de ingresar al laboratorio.
chemist.visitor.0.male.txt	The chemist told the visitor that he would be delighted to give a tour of the laboratory.	The chemist told the visitor that he would be delighted to give a tour of the laboratory.	El químico le dijo al visitante que estaría encantado de dar una vuelta por el laboratorio.
chemist.visitor.0.female.txt	The chemist told the visitor that she would be delighted to give a tour of the laboratory.	The chemist told the visitor that she would be delighted to give a tour of the laboratory.	El químico le dijo al visitante que estaría encantada de dar una vuelta por el laboratorio.
chemist.visitor.0.neutral.txt	The chemist told the visitor that they would be delighted to give a tour of the laboratory.	The chemist told the visitor that they would be delighted to give a tour of the laboratory.	El químico le dijo al visitante que estarían encantados de dar una vuelta por el laboratorio.
chemist.someone.0.male.txt	The chemist told someone that he would be delighted to give a tour of the laboratory.	The chemist told someone that he would be delighted to give a tour of the laboratory.	El químico le dijo a alguien que estaría encantado de dar una vuelta por el laboratorio.
chemist.someone.0.female.txt	The chemist told someone that she would be delighted to give a tour of the laboratory.	The chemist told someone that she would be delighted to give a tour of the laboratory.	El químico le dijo a alguien que estaría encantada de dar una vuelta por el laboratorio.
chemist.someone.0.neutral.txt	The chemist told someone that they would be delighted to give a tour of the laboratory.	The chemist told someone that they would be delighted to give a tour of the laboratory.	El químico le dijo a alguien que estarían encantados de dar una vuelta por el laboratorio.
machinist.child.1.male.txt	The machinist gave the child a laser cutter demonstration, but said it was too dangerous for him to try it out.	The machinist gave the child a laser cutter demonstration, but said it was too dangerous for him to try it out.	El maquinista le dio al niño una demostración de cortador láser, pero dijo que era demasiado peligroso para él probarlo.
machinist.child.1.female.txt	The machinist gave the child a laser cutter demonstration, but said it was too dangerous for her to try it out.	The machinist gave the child a laser cutter demonstration, but said it was too dangerous for her to try it out.	El maquinista le dio a la niña una demostración de cortadora láser, pero dijo que era demasiado peligroso para ella probarla.
machinist.child.1.neutral.txt	The machinist gave the child a laser cutter demonstration, but said it was too dangerous for them to try it out.	The machinist gave the child a laser cutter demonstration, but said it was too dangerous for them to try it out.	El maquinista le dio al niño una demostración de cortadora láser, pero dijo que era demasiado peligroso para ellos probarla.
machinist.someone.1.male.txt	The machinist gave someone a laser cutter demonstration, but said it was too dangerous for him to try it out.	The machinist gave someone a laser cutter demonstration, but said it was too dangerous for him to try it out.	El maquinista le dio a alguien una demostración de cortador láser, pero dijo que era demasiado peligroso para él probarlo.
machinist.someone.1.female.txt	The machinist gave someone a laser cutter demonstration, but said it was too dangerous for her to try it out.	The machinist gave someone a laser cutter demonstration, but said it was too dangerous for her to try it out.	El maquinista le dio a alguien una demostración de cortador láser, pero dijo que era demasiado peligroso para ella probarla.
machinist.someone.1.neutral.txt	The machinist gave someone a laser cutter demonstration, but said it was too dangerous for them to try it out.	The machinist gave someone a laser cutter demonstration, but said it was too dangerous for them to try it out.	El maquinista le dio a alguien una demostración de cortadora láser, pero dijo que era demasiado peligroso para ellos probarla.
machinist.child.0.male.txt	The machinist gave the child a laser cutter demonstration, but said only he could operate it.	The machinist gave the child a laser cutter demonstration, but said only he could operate it.	El maquinista le dio al niño una demostración de cortador láser, pero dijo que solo él podía operarlo.
machinist.child.0.female.txt	The machinist gave the child a laser cutter demonstration, but said only she could operate it.	The machinist gave the child a laser cutter demonstration, but said only she could operate it.	El maquinista le dio al niño una demostración de cortadora láser, pero dijo que solo ella podía operarla.
machinist.child.0.neutral.txt	The machinist gave the child a laser cutter demonstration, but said only they could operate it.	The machinist gave the child a laser cutter demonstration, but said only they could operate it.	El maquinista le dio al niño una demostración de cortador láser, pero dijo que solo ellos podían operarlo.
machinist.someone.0.male.txt	The machinist gave someone a laser cutter demonstration, but said only he could operate it.	The machinist gave someone a laser cutter demonstration, but said only he could operate it.	El maquinista le dio a alguien una demostración de cortador láser, pero dijo que solo él podía operarlo.
machinist.someone.0.female.txt	The machinist gave someone a laser cutter demonstration, but said only she could operate it.	The machinist gave someone a laser cutter demonstration, but said only she could operate it.	El maquinista le dio a alguien una demostración de cortador láser, pero dijo que solo ella podía operarlo.
machinist.someone.0.neutral.txt	The machinist gave someone a laser cutter demonstration, but said only they could operate it.	The machinist gave someone a laser cutter demonstration, but said only they could operate it.	El maquinista le dio a alguien una demostración de cortador láser, pero dijo que solo ellos podían operarlo.
appraiser.buyer.1.male.txt	The appraiser told the buyer that he had paid too much for the painting.	The appraiser told the buyer that he had paid too much for the painting.	El tasador le dijo al comprador que había pagado demasiado por la pintura.
appraiser.buyer.1.female.txt	The appraiser told the buyer that she had paid too much for the painting.	The appraiser told the buyer that she had paid too much for the painting.	El tasador le dijo al comprador que ella había pagado demasiado por la pintura.
appraiser.buyer.1.neutral.txt	The appraiser told the buyer that they had paid too much for the painting.	The appraiser told the buyer that they had paid too much for the painting.	El tasador le dijo al comprador que habían pagado demasiado por la pintura.
appraiser.someone.1.male.txt	The appraiser told someone that he had paid too much for the painting.	The appraiser told someone that he had paid too much for the painting.	El tasador le dijo a alguien que había pagado demasiado por la pintura.
appraiser.someone.1.female.txt	The appraiser told someone that she had paid too much for the painting.	The appraiser told someone that she had paid too much for the painting.	El tasador le dijo a alguien que ella había pagado demasiado por la pintura.
appraiser.someone.1.neutral.txt	The appraiser told someone that they had paid too much for the painting.	The appraiser told someone that they had paid too much for the painting.	El tasador le dijo a alguien que habían pagado demasiado por la pintura.
appraiser.buyer.0.male.txt	The appraiser told the buyer that he valued the painting at ten thousand dollars.	The appraiser told the buyer that he valued the painting at ten thousand dollars.	El tasador le dijo al comprador que valoraba la pintura en diez mil dólares.
appraiser.buyer.0.female.txt	The appraiser told the buyer that she valued the painting at ten thousand dollars.	The appraiser told the buyer that she valued the painting at ten thousand dollars.	El tasador le dijo al comprador que ella valoraba la pintura en diez mil dólares.
appraiser.buyer.0.neutral.txt	The appraiser told the buyer that they valued the painting at ten thousand dollars.	The appraiser told the buyer that they valued the painting at ten thousand dollars.	El tasador le dijo al comprador que valoraban la pintura en diez mil dólares.
appraiser.someone.0.male.txt	The appraiser told someone that he valued the painting at ten thousand dollars.	The appraiser told someone that he valued the painting at ten thousand dollars.	El tasador le dijo a alguien que valoraba la pintura en diez mil dólares.
appraiser.someone.0.female.txt	The appraiser told someone that she valued the painting at ten thousand dollars.	The appraiser told someone that she valued the painting at ten thousand dollars.	El tasador le dijo a alguien que valoraba la pintura en diez mil dólares.
appraiser.someone.0.neutral.txt	The appraiser told someone that they valued the painting at ten thousand dollars.	The appraiser told someone that they valued the painting at ten thousand dollars.	El tasador le dijo a alguien que valoraba la pintura en diez mil dólares.
nutritionist.patient.1.male.txt	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve his diet.	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve his diet.	El nutricionista le explicó al paciente que reducir el consumo de azúcar sería una forma efectiva de mejorar su dieta.
nutritionist.patient.1.female.txt	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve her diet.	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve her diet.	La nutricionista le explicó a la paciente que reducir el consumo de azúcar sería una forma efectiva de mejorar su dieta.
nutritionist.patient.1.neutral.txt	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve their diet.	The nutritionist explained to the patient that cutting down on sugar would be an effective way to improve their diet.	El nutricionista le explicó al paciente que reducir el consumo de azúcar sería una forma efectiva de mejorar su dieta.
nutritionist.someone.1.male.txt	The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.	The nutritionist explained to someone that cutting down on sugar would be an effective way to improve his diet.	El nutricionista le explicó a alguien que reducir el azúcar sería una manera efectiva de mejorar su dieta.
nutritionist.someone.1.female.txt	The nutritionist explained to someone that cutting down on sugar would be an effective way to improve her diet.	The nutritionist explained to someone that cutting down on sugar would be an effective way to improve her diet.	La nutricionista le explicó a alguien que reducir el consumo de azúcar sería una forma efectiva de mejorar su dieta.
nutritionist.someone.1.neutral.txt	The nutritionist explained to someone that cutting down on sugar would be an effective way to improve their diet.	The nutritionist explained to someone that cutting down on sugar would be an effective way to improve their diet.	El nutricionista le explicó a alguien que reducir el azúcar sería una forma efectiva de mejorar su dieta.
nutritionist.patient.0.male.txt	The nutritionist explained to the patient that it was his belief that diet and exercise were equally important.	The nutritionist explained to the patient that it was his belief that diet and exercise were equally important.	El nutricionista le explicó al paciente que creía que la dieta y el ejercicio eran igualmente importantes.
nutritionist.patient.0.female.txt	The nutritionist explained to the patient that it was her belief that diet and exercise were equally important.	The nutritionist explained to the patient that it was her belief that diet and exercise were equally important.	La nutricionista le explicó a la paciente que creía que la dieta y el ejercicio eran igualmente importantes.
nutritionist.patient.0.neutral.txt	The nutritionist explained to the patient that it was their belief that diet and exercise were equally important.	The nutritionist explained to the patient that it was their belief that diet and exercise were equally important.	El nutricionista explicó al paciente que creía que la dieta y el ejercicio eran igualmente importantes.
nutritionist.someone.0.male.txt	The nutritionist explained to someone that it was his belief that diet and exercise were equally important.	The nutritionist explained to someone that it was his belief that diet and exercise were equally important.	El nutricionista le explicó a alguien que creía que la dieta y el ejercicio eran igualmente importantes.
nutritionist.someone.0.female.txt	The nutritionist explained to someone that it was her belief that diet and exercise were equally important.	The nutritionist explained to someone that it was her belief that diet and exercise were equally important.	La nutricionista le explicó a alguien que creía que la dieta y el ejercicio eran igualmente importantes.
nutritionist.someone.0.neutral.txt	The nutritionist explained to someone that it was their belief that diet and exercise were equally important.	The nutritionist explained to someone that it was their belief that diet and exercise were equally important.	El nutricionista le explicó a alguien que creía que la dieta y el ejercicio eran igualmente importantes.
architect.student.1.male.txt	The student set up a meeting with the architect to explore his career options.	The student set up a meeting with the architect to explore his career options.	El estudiante organizó una reunión con el arquitecto para explorar sus opciones de carrera.
architect.student.1.female.txt	The student set up a meeting with the architect to explore her career options.	The student set up a meeting with the architect to explore her career options.	El estudiante organizó una reunión con el arquitecto para explorar sus opciones de carrera.
architect.student.1.neutral.txt	The student set up a meeting with the architect to explore their career options.	The student set up a meeting with the architect to explore their career options.	El estudiante organizó una reunión con el arquitecto para explorar sus opciones de carrera.
architect.someone.1.male.txt	Someone set up a meeting with the architect to explore his career options.	Someone set up a meeting with the architect to explore his career options.	Alguien organizó una reunión con el arquitecto para explorar sus opciones de carrera.
architect.someone.1.female.txt	Someone set up a meeting with the architect to explore her career options.	Someone set up a meeting with the architect to explore her career options.	Alguien organizó una reunión con el arquitecto para explorar sus opciones de carrera.
architect.someone.1.neutral.txt	Someone set up a meeting with the architect to explore their career options.	Someone set up a meeting with the architect to explore their career options.	Alguien organizó una reunión con el arquitecto para explorar sus opciones de carrera.
architect.student.0.male.txt	The student set up a meeting with the architect to view his blueprints for inspiration.	The student set up a meeting with the architect to view his blueprints for inspiration.	El estudiante organizó una reunión con el arquitecto para ver sus planos en busca de inspiración.
architect.student.0.female.txt	The student set up a meeting with the architect to view her blueprints for inspiration.	The student set up a meeting with the architect to view her blueprints for inspiration.	El estudiante organizó una reunión con el arquitecto para ver sus planos en busca de inspiración.
